COUNTRY,YEAR,DISEASE NAME,SEX CODE,DEATH RATE PER 100K
MEX,2021,Drug use disorders,FEMALE,0.15
MEX,2021,Parkinson disease,FEMALE,0.75
MEX,2021,Uncorrected refractive errors,FEMALE,0
MEX,2021,Stroke,FEMALE,22.17
MEX,2021,Cirrhosis of the liver,FEMALE,9.5
MEX,2021,Gynecological diseases,FEMALE,0
MEX,2021,Trichomoniasis,FEMALE,0
MEX,2021,HIV/AIDS,FEMALE,1.18
MEX,2021,Meningitis,FEMALE,0.23
MEX,2021,Acute hepatitis B,FEMALE,0.14
MEX,2021,Leishmaniasis,FEMALE,0
MEX,2021,Yellow fever,FEMALE,0
MEX,2021,Trichuriasis,FEMALE,0
MEX,2021,Mouth and oropharynx cancers,FEMALE,0.78
MEX,2021,Cervix uteri cancer,FEMALE,7.25
MEX,2021,Testicular cancer,FEMALE,0
MEX,2021,Diabetes mellitus,FEMALE,69.21
MEX,2021,Eating disorders,FEMALE,0
MEX,2021,Multiple sclerosis,FEMALE,0.24
MEX,2021,Other vision loss,FEMALE,0
MEX,2021,Self-harm,FEMALE,2.6
MEX,2021,Tuberculosis,FEMALE,0.97
MEX,2021,Onchocerciasis,FEMALE,0
MEX,2021,Dengue,FEMALE,0
MEX,2021,Lower respiratory infections,FEMALE,14.03
MEX,2021,Protein-energy malnutrition,FEMALE,3.72
MEX,2021,Stomach cancer,FEMALE,4.96
MEX,2021,Ovary cancer,FEMALE,4.32
MEX,2021,Larynx cancer,FEMALE,0.13
MEX,2021,Childhood behavioural disorders,FEMALE,0
MEX,2021,Non-migraine headache,FEMALE,0
MEX,2021,Chronic obstructive pulmonary disease,FEMALE,11.9
MEX,2021,Gastritis and duodenitis,FEMALE,0.46
MEX,2021,Inflammatory bowel disease,FEMALE,0.22
MEX,2021,Kidney diseases,FEMALE,26.42
MEX,2021,Osteoarthritis,FEMALE,0.15
MEX,2021,Sudden infant death syndrome,FEMALE,0.26
MEX,2021,Poisonings,FEMALE,0.22
MEX,2021,Exposure to mechanical forces,FEMALE,0.43
MEX,2021,Collective violence and legal intervention,FEMALE,0
MEX,2021,Syphilis,FEMALE,0.01
MEX,2021,Genital herpes,FEMALE,0
MEX,2021,Diphtheria,FEMALE,0
MEX,2021,African trypanosomiasis,FEMALE,0
MEX,2021,Rabies,FEMALE,0
MEX,2021,Otitis media,FEMALE,0.01
MEX,2021,Preterm birth complications,FEMALE,4.13
MEX,2021,Vitamin A deficiency,FEMALE,0
MEX,2021,Liver cancer,FEMALE,4.88
MEX,2021,"Trachea, bronchus, lung cancers",FEMALE,3.94
MEX,2021,Bladder cancer,FEMALE,0.58
MEX,2021,Leukaemia,FEMALE,3.16
MEX,2021,Thalassaemias,FEMALE,0
MEX,2021,Bipolar disorder,FEMALE,0.01
MEX,2021,Rheumatic heart disease,FEMALE,0.46
MEX,2021,Urolithiasis,FEMALE,0
MEX,2021,Back and neck pain,FEMALE,0.05
MEX,2021,Oral conditions,FEMALE,0.08
MEX,2021,"Fire, heat and hot substances",FEMALE,0.24
MEX,2021,Gonorrhoea,FEMALE,0
MEX,2021,Tetanus,FEMALE,0
MEX,2021,Acute hepatitis A,FEMALE,0.34
MEX,2021,Schistosomiasis,FEMALE,0
MEX,2021,Cysticercosis,FEMALE,0.1
MEX,2021,Ascariasis,FEMALE,0.01
MEX,2021,Neonatal sepsis and infections,FEMALE,1.71
MEX,2021,Breast cancer,FEMALE,12.19
MEX,2021,Alcohol use disorders,FEMALE,0.14
MEX,2021,Anxiety disorders,FEMALE,0
MEX,2021,Alzheimer disease and other dementias,FEMALE,2.73
MEX,2021,Epilepsy,FEMALE,1.43
MEX,2021,Cataracts,FEMALE,0
MEX,2021,Ischaemic heart disease,FEMALE,95.22
MEX,2021,Peptic ulcer disease,FEMALE,1.95
MEX,2021,Gallbladder and biliary diseases,FEMALE,2.7
MEX,2021,Infertility,FEMALE,0
MEX,2021,Congenital anomalies,FEMALE,6.47
MEX,2021,Natural disasters,FEMALE,0.06
MEX,2021,Encephalitis,FEMALE,0.08
MEX,2021,Lymphatic filariasis,FEMALE,0
MEX,2021,Hookworm disease,FEMALE,0
MEX,2021,COVID-19,FEMALE,205.84
MEX,2021,Oesophagus cancer,FEMALE,0.43
MEX,2021,Corpus uteri cancer,FEMALE,1.58
MEX,2021,Gallbladder and biliary tract cancer,FEMALE,1.77
MEX,2021,Mesothelioma,FEMALE,0.14
MEX,2021,Autism and Asperger syndrome,FEMALE,0
MEX,2021,Migraine,FEMALE,0
MEX,2021,Macular degeneration,FEMALE,0
MEX,2021,Other hearing loss,FEMALE,0
MEX,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,0.96
MEX,2021,Appendicitis,FEMALE,0.52
MEX,2021,Skin diseases,FEMALE,2.5
MKD,2021,HIV/AIDS,FEMALE,0
MKD,2021,Acute hepatitis B,FEMALE,0.17
MKD,2021,Onchocerciasis,FEMALE,0
MKD,2021,Yellow fever,FEMALE,0
MKD,2021,Protein-energy malnutrition,FEMALE,0
MKD,2021,Stomach cancer,FEMALE,10.41
MKD,2021,Ovary cancer,FEMALE,8.1
MKD,2021,Childhood behavioural disorders,FEMALE,0
MKD,2021,Non-migraine headache,FEMALE,0
MKD,2021,Chronic obstructive pulmonary disease,FEMALE,39.32
MKD,2021,Gastritis and duodenitis,FEMALE,0.37
MKD,2021,Inflammatory bowel disease,FEMALE,1.07
MKD,2021,Kidney diseases,FEMALE,50.11
MKD,2021,Osteoarthritis,FEMALE,0
MKD,2021,Trichomoniasis,FEMALE,0
MKD,2021,Meningitis,FEMALE,0.04
MKD,2021,Acute hepatitis E,FEMALE,0
MKD,2021,Leishmaniasis,FEMALE,0
MKD,2021,Echinococcosis,FEMALE,0
MKD,2021,Trichuriasis,FEMALE,0
MKD,2021,Mouth and oropharynx cancers,FEMALE,2.13
MKD,2021,Cervix uteri cancer,FEMALE,8.2
MKD,2021,Testicular cancer,FEMALE,0
MKD,2021,Kidney cancer,FEMALE,1.49
MKD,2021,Diabetes mellitus,FEMALE,105.6
MKD,2021,Eating disorders,FEMALE,0
MKD,2021,Parkinson disease,FEMALE,16.09
MKD,2021,Multiple sclerosis,FEMALE,1.97
MKD,2021,Uncorrected refractive errors,FEMALE,0
MKD,2021,Other vision loss,FEMALE,0
MKD,2021,Stroke,FEMALE,267.2
MKD,2021,Cirrhosis of the liver,FEMALE,4.49
MKD,2021,Gynecological diseases,FEMALE,0
MKD,2021,Natural disasters,FEMALE,0
MKD,2021,Chlamydia,FEMALE,0
MKD,2021,Measles,FEMALE,0
MKD,2021,Chagas disease,FEMALE,0
MKD,2021,Food-bourne trematodes,FEMALE,0
MKD,2021,Leprosy,FEMALE,0
MKD,2021,Maternal conditions,FEMALE,0.13
MKD,2021,Birth asphyxia and birth trauma,FEMALE,0.24
MKD,2021,Pancreas cancer,FEMALE,9.08
MKD,2021,Melanoma and other skin cancers,FEMALE,4.34
MKD,2021,Brain and nervous system cancers,FEMALE,10.24
MKD,2021,Thyroid cancer,FEMALE,1.26
MKD,2021,"Lymphomas, multiple myeloma",FEMALE,5.94
MKD,2021,Sickle cell disorders and trait,FEMALE,0
MKD,2021,Schizophrenia,FEMALE,0
MKD,2021,Drug use disorders,FEMALE,0.48
MKD,2021,Glaucoma,FEMALE,0
MKD,2021,Hypertensive heart disease,FEMALE,4.32
MKD,2021,Paralytic ileus and intestinal obstruction,FEMALE,3.03
MKD,2021,Oral conditions,FEMALE,0
MKD,2021,Sudden infant death syndrome,FEMALE,0.18
MKD,2021,Poisonings,FEMALE,1.08
MKD,2021,"Fire, heat and hot substances",FEMALE,0.94
MKD,2021,Collective violence and legal intervention,FEMALE,0
MKD,2021,Whooping cough,FEMALE,0.03
MKD,2021,Malaria,FEMALE,0
MKD,2021,Trachoma,FEMALE,0
MKD,2021,Upper respiratory infections,FEMALE,0
MKD,2021,Iodine deficiency,FEMALE,0
MKD,2021,Iron-deficiency anaemia,FEMALE,1.14
MKD,2021,Colon and rectum cancers,FEMALE,24.48
MKD,2021,Prostate cancer,FEMALE,0
MKD,2021,Depressive disorders,FEMALE,0
MKD,2021,Idiopathic intellectual disability,FEMALE,0
MKD,2021,Asthma,FEMALE,0.75
MKD,2021,Pancreatitis,FEMALE,1.84
MKD,2021,Benign prostatic hyperplasia,FEMALE,0
MKD,2021,Gout,FEMALE,0
MKD,2021,Exposure to mechanical forces,FEMALE,0
MKD,2021,Self-harm,FEMALE,3.76
MKD,2021,Diarrhoeal diseases,FEMALE,0.1
MKD,2021,Encephalitis,FEMALE,0.05
MKD,2021,Acute hepatitis C,FEMALE,0
MKD,2021,Lymphatic filariasis,FEMALE,0
MKD,2021,Hookworm disease,FEMALE,0
MKD,2021,Oesophagus cancer,FEMALE,0.65
MKD,2021,Corpus uteri cancer,FEMALE,9.66
MKD,2021,Gallbladder and biliary tract cancer,FEMALE,1.66
MKD,2021,Autism and Asperger syndrome,FEMALE,0
MKD,2021,Migraine,FEMALE,0
MKD,2021,Other hearing loss,FEMALE,0
MKD,2021,Rheumatoid arthritis,FEMALE,0
MKD,2021,Gonorrhoea,FEMALE,0
MKD,2021,Tetanus,FEMALE,0
MKD,2021,Acute hepatitis A,FEMALE,0.01
MKD,2021,Schistosomiasis,FEMALE,0
MKD,2021,Ascariasis,FEMALE,0
MKD,2021,COVID-19,FEMALE,362.85
MKD,2021,Neonatal sepsis and infections,FEMALE,0.11
MKD,2021,Breast cancer,FEMALE,43.41
MKD,2021,Mesothelioma,FEMALE,0.25
MKD,2021,Anxiety disorders,FEMALE,0
MKD,2021,Epilepsy,FEMALE,0.39
MKD,2021,Macular degeneration,FEMALE,0
MKD,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,107.79
MKD,2021,Appendicitis,FEMALE,0.28
MKD,2021,Gallbladder and biliary diseases,FEMALE,0.75
MKD,2021,Skin diseases,FEMALE,0
MKD,2021,Drowning,FEMALE,0.44
MKD,2021,Syphilis,FEMALE,0.01
MKD,2021,Diphtheria,FEMALE,0
MKD,2021,African trypanosomiasis,FEMALE,0
MKD,2021,Cysticercosis,FEMALE,0
MKD,2021,Rabies,FEMALE,0
MKD,2021,Otitis media,FEMALE,0
MKD,2021,Preterm birth complications,FEMALE,1.98
MKD,2021,"Trachea, bronchus, lung cancers",FEMALE,22.92
MKD,2021,Leukaemia,FEMALE,4.29
MKD,2021,Alcohol use disorders,FEMALE,0
MKD,2021,Alzheimer disease and other dementias,FEMALE,48.53
MKD,2021,Cataracts,FEMALE,0
MKD,2021,Ischaemic heart disease,FEMALE,190.5
MKD,2021,Peptic ulcer disease,FEMALE,1.3
MKD,2021,Infertility,FEMALE,0
MKD,2021,Congenital anomalies,FEMALE,1.89
MKD,2021,Falls,FEMALE,0.55
MKD,2021,Tuberculosis,FEMALE,0.35
MKD,2021,Genital herpes,FEMALE,0
MKD,2021,Dengue,FEMALE,0
MKD,2021,Lower respiratory infections,FEMALE,4.57
MKD,2021,Vitamin A deficiency,FEMALE,0
MKD,2021,Liver cancer,FEMALE,7.11
MKD,2021,Bladder cancer,FEMALE,3.13
MKD,2021,Larynx cancer,FEMALE,0.37
MKD,2021,Thalassaemias,FEMALE,0.1
MKD,2021,Bipolar disorder,FEMALE,0
MKD,2021,Rheumatic heart disease,FEMALE,0.14
MKD,2021,Urolithiasis,FEMALE,0
MKD,2021,Back and neck pain,FEMALE,0
MKD,2021,Road injury,FEMALE,0.79
MKD,2021,Interpersonal violence,FEMALE,0.64
MLI,2021,Whooping cough,FEMALE,2.93
MLI,2021,Malaria,FEMALE,92.76
MLI,2021,Trachoma,FEMALE,0
MLI,2021,Upper respiratory infections,FEMALE,1.72
MLI,2021,Iodine deficiency,FEMALE,0
MLI,2021,Colon and rectum cancers,FEMALE,3.47
MLI,2021,Prostate cancer,FEMALE,0
MLI,2021,Depressive disorders,FEMALE,0
MLI,2021,Idiopathic intellectual disability,FEMALE,0
MLI,2021,Asthma,FEMALE,8.5
MLI,2021,Pancreatitis,FEMALE,1.16
MLI,2021,Benign prostatic hyperplasia,FEMALE,0
MLI,2021,Gout,FEMALE,0
MLI,2021,Falls,FEMALE,3.64
MLI,2021,Chlamydia,FEMALE,0.02
MLI,2021,Measles,FEMALE,3.85
MLI,2021,Chagas disease,FEMALE,0
MLI,2021,Food-bourne trematodes,FEMALE,0
MLI,2021,Leprosy,FEMALE,0
MLI,2021,Maternal conditions,FEMALE,31.95
MLI,2021,Birth asphyxia and birth trauma,FEMALE,32
MLI,2021,Iron-deficiency anaemia,FEMALE,0
MLI,2021,Pancreas cancer,FEMALE,0.99
MLI,2021,Melanoma and other skin cancers,FEMALE,0.86
MLI,2021,Brain and nervous system cancers,FEMALE,0.74
MLI,2021,Thyroid cancer,FEMALE,0.59
MLI,2021,"Lymphomas, multiple myeloma",FEMALE,1.16
MLI,2021,Sickle cell disorders and trait,FEMALE,4.77
MLI,2021,Schizophrenia,FEMALE,0
MLI,2021,Glaucoma,FEMALE,0
MLI,2021,Hypertensive heart disease,FEMALE,12.8
MLI,2021,Paralytic ileus and intestinal obstruction,FEMALE,3.5
MLI,2021,Drowning,FEMALE,6.48
MLI,2021,Trichomoniasis,FEMALE,0
MLI,2021,Meningitis,FEMALE,15.94
MLI,2021,Acute hepatitis E,FEMALE,0.01
MLI,2021,Leishmaniasis,FEMALE,0
MLI,2021,Echinococcosis,FEMALE,0.35
MLI,2021,Trichuriasis,FEMALE,0
MLI,2021,Mouth and oropharynx cancers,FEMALE,1.51
MLI,2021,Cervix uteri cancer,FEMALE,12.96
MLI,2021,Testicular cancer,FEMALE,0
MLI,2021,Kidney cancer,FEMALE,1.04
MLI,2021,Diabetes mellitus,FEMALE,15.69
MLI,2021,Drug use disorders,FEMALE,0
MLI,2021,Eating disorders,FEMALE,0
MLI,2021,Parkinson disease,FEMALE,1.26
MLI,2021,Multiple sclerosis,FEMALE,0.1
MLI,2021,Uncorrected refractive errors,FEMALE,0
MLI,2021,Stroke,FEMALE,41.6
MLI,2021,Cirrhosis of the liver,FEMALE,10.58
MLI,2021,Gynecological diseases,FEMALE,0.35
MLI,2021,HIV/AIDS,FEMALE,24.48
MLI,2021,Acute hepatitis B,FEMALE,0.07
MLI,2021,Onchocerciasis,FEMALE,0
MLI,2021,Yellow fever,FEMALE,0.17
MLI,2021,Protein-energy malnutrition,FEMALE,21.09
MLI,2021,Stomach cancer,FEMALE,4.83
MLI,2021,Ovary cancer,FEMALE,1.92
MLI,2021,Childhood behavioural disorders,FEMALE,0
MLI,2021,Non-migraine headache,FEMALE,0
MLI,2021,Other vision loss,FEMALE,0
MLI,2021,Chronic obstructive pulmonary disease,FEMALE,11.64
MLI,2021,Gastritis and duodenitis,FEMALE,0.7
MLI,2021,Inflammatory bowel disease,FEMALE,0.5
MLI,2021,Kidney diseases,FEMALE,10.89
MLI,2021,Exposure to mechanical forces,FEMALE,0.97
MLI,2021,Self-harm,FEMALE,2.79
MLI,2021,Tuberculosis,FEMALE,7.87
MLI,2021,Genital herpes,FEMALE,0
MLI,2021,Dengue,FEMALE,0
MLI,2021,Lower respiratory infections,FEMALE,78.31
MLI,2021,Vitamin A deficiency,FEMALE,0
MLI,2021,Liver cancer,FEMALE,2.54
MLI,2021,Bladder cancer,FEMALE,1.9
MLI,2021,Larynx cancer,FEMALE,0.11
MLI,2021,Thalassaemias,FEMALE,0.58
MLI,2021,Bipolar disorder,FEMALE,0
MLI,2021,Rheumatic heart disease,FEMALE,1.36
MLI,2021,Urolithiasis,FEMALE,0.04
MLI,2021,Osteoarthritis,FEMALE,0
MLI,2021,Back and neck pain,FEMALE,0
MLI,2021,Oral conditions,FEMALE,0
MLI,2021,Sudden infant death syndrome,FEMALE,0.89
MLI,2021,Poisonings,FEMALE,0.91
MLI,2021,"Fire, heat and hot substances",FEMALE,4.38
MLI,2021,Collective violence and legal intervention,FEMALE,1.52
MLI,2021,Syphilis,FEMALE,4.82
MLI,2021,Diphtheria,FEMALE,0.13
MLI,2021,African trypanosomiasis,FEMALE,0
MLI,2021,Cysticercosis,FEMALE,0.14
MLI,2021,Rabies,FEMALE,2.46
MLI,2021,Otitis media,FEMALE,0
MLI,2021,Preterm birth complications,FEMALE,49.27
MLI,2021,"Trachea, bronchus, lung cancers",FEMALE,0.86
MLI,2021,Leukaemia,FEMALE,0.58
MLI,2021,Alcohol use disorders,FEMALE,0.16
MLI,2021,Alzheimer disease and other dementias,FEMALE,4.28
MLI,2021,Cataracts,FEMALE,0
MLI,2021,Ischaemic heart disease,FEMALE,25.35
MLI,2021,Peptic ulcer disease,FEMALE,4.2
MLI,2021,Infertility,FEMALE,0
MLI,2021,Congenital anomalies,FEMALE,16.77
MLI,2021,Natural disasters,FEMALE,0
MLI,2021,Gonorrhoea,FEMALE,0.01
MLI,2021,Tetanus,FEMALE,1.25
MLI,2021,Acute hepatitis A,FEMALE,0.09
MLI,2021,Schistosomiasis,FEMALE,1.46
MLI,2021,Ascariasis,FEMALE,0.32
MLI,2021,COVID-19,FEMALE,18.66
MLI,2021,Neonatal sepsis and infections,FEMALE,7.53
MLI,2021,Breast cancer,FEMALE,12.8
MLI,2021,Mesothelioma,FEMALE,0.03
MLI,2021,Anxiety disorders,FEMALE,0
MLI,2021,Epilepsy,FEMALE,1.4
MLI,2021,Macular degeneration,FEMALE,0
MLI,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,2.66
MLI,2021,Appendicitis,FEMALE,0.48
MLI,2021,Gallbladder and biliary diseases,FEMALE,1.06
MLI,2021,Skin diseases,FEMALE,0.05
MLI,2021,Diarrhoeal diseases,FEMALE,52.34
MLI,2021,Encephalitis,FEMALE,1.87
MLI,2021,Acute hepatitis C,FEMALE,0.04
MLI,2021,Lymphatic filariasis,FEMALE,0
MLI,2021,Hookworm disease,FEMALE,0
MLI,2021,Oesophagus cancer,FEMALE,1.21
MLI,2021,Corpus uteri cancer,FEMALE,0.48
MLI,2021,Gallbladder and biliary tract cancer,FEMALE,0.14
MLI,2021,Autism and Asperger syndrome,FEMALE,0
MLI,2021,Migraine,FEMALE,0
MLI,2021,Other hearing loss,FEMALE,0
MLI,2021,Rheumatoid arthritis,FEMALE,0
MLI,2021,Road injury,FEMALE,16.84
MLI,2021,Interpersonal violence,FEMALE,4.74
MLT,2021,Trichomoniasis,FEMALE,0
MLT,2021,HIV/AIDS,FEMALE,0.2
MLT,2021,Meningitis,FEMALE,0.03
MLT,2021,Acute hepatitis B,FEMALE,0
MLT,2021,Leishmaniasis,FEMALE,0
MLT,2021,Yellow fever,FEMALE,0
MLT,2021,Trichuriasis,FEMALE,0
MLT,2021,Mouth and oropharynx cancers,FEMALE,2.16
MLT,2021,Cervix uteri cancer,FEMALE,2.28
MLT,2021,Testicular cancer,FEMALE,0
MLT,2021,Diabetes mellitus,FEMALE,41.11
MLT,2021,Eating disorders,FEMALE,0
MLT,2021,Multiple sclerosis,FEMALE,0.84
MLT,2021,Other vision loss,FEMALE,0
MLT,2021,Self-harm,FEMALE,4.4
MLT,2021,Tuberculosis,FEMALE,0
MLT,2021,Onchocerciasis,FEMALE,0
MLT,2021,Dengue,FEMALE,0
MLT,2021,Lower respiratory infections,FEMALE,53.63
MLT,2021,Protein-energy malnutrition,FEMALE,0
MLT,2021,Stomach cancer,FEMALE,5.06
MLT,2021,Ovary cancer,FEMALE,11.66
MLT,2021,Larynx cancer,FEMALE,0.21
MLT,2021,Childhood behavioural disorders,FEMALE,0
MLT,2021,Non-migraine headache,FEMALE,0
MLT,2021,Chronic obstructive pulmonary disease,FEMALE,15.05
MLT,2021,Gastritis and duodenitis,FEMALE,0.21
MLT,2021,Inflammatory bowel disease,FEMALE,2.27
MLT,2021,Kidney diseases,FEMALE,14.99
MLT,2021,Osteoarthritis,FEMALE,0
MLT,2021,Sudden infant death syndrome,FEMALE,0.03
MLT,2021,Poisonings,FEMALE,0
MLT,2021,Exposure to mechanical forces,FEMALE,0.2
MLT,2021,Collective violence and legal intervention,FEMALE,0
MLT,2021,Syphilis,FEMALE,0
MLT,2021,Genital herpes,FEMALE,0
MLT,2021,Diphtheria,FEMALE,0
MLT,2021,African trypanosomiasis,FEMALE,0
MLT,2021,Rabies,FEMALE,0
MLT,2021,Otitis media,FEMALE,0
MLT,2021,Preterm birth complications,FEMALE,1.66
MLT,2021,Vitamin A deficiency,FEMALE,0
MLT,2021,Liver cancer,FEMALE,3.19
MLT,2021,"Trachea, bronchus, lung cancers",FEMALE,18.33
MLT,2021,Bladder cancer,FEMALE,4.02
MLT,2021,Thalassaemias,FEMALE,0.03
MLT,2021,Bipolar disorder,FEMALE,0
MLT,2021,Rheumatic heart disease,FEMALE,0.6
MLT,2021,Urolithiasis,FEMALE,0
MLT,2021,Back and neck pain,FEMALE,0.4
MLT,2021,Oral conditions,FEMALE,0
MLT,2021,"Fire, heat and hot substances",FEMALE,0.59
MLT,2021,Gonorrhoea,FEMALE,0
MLT,2021,Tetanus,FEMALE,0
MLT,2021,Schistosomiasis,FEMALE,0
MLT,2021,Cysticercosis,FEMALE,0
MLT,2021,Ascariasis,FEMALE,0
MLT,2021,Neonatal sepsis and infections,FEMALE,0.07
MLT,2021,Breast cancer,FEMALE,37.01
MLT,2021,Leukaemia,FEMALE,5.51
MLT,2021,Alcohol use disorders,FEMALE,0.4
MLT,2021,Anxiety disorders,FEMALE,0
MLT,2021,Alzheimer disease and other dementias,FEMALE,93.67
MLT,2021,Epilepsy,FEMALE,0.64
MLT,2021,Cataracts,FEMALE,0
MLT,2021,Ischaemic heart disease,FEMALE,144.92
MLT,2021,Peptic ulcer disease,FEMALE,1.26
MLT,2021,Gallbladder and biliary diseases,FEMALE,6.22
MLT,2021,Infertility,FEMALE,0
MLT,2021,Congenital anomalies,FEMALE,3.24
MLT,2021,Natural disasters,FEMALE,0
MLT,2021,Encephalitis,FEMALE,0
MLT,2021,Acute hepatitis A,FEMALE,0.58
MLT,2021,Lymphatic filariasis,FEMALE,0
MLT,2021,Hookworm disease,FEMALE,0
MLT,2021,COVID-19,FEMALE,29.69
MLT,2021,Oesophagus cancer,FEMALE,1.3
MLT,2021,Corpus uteri cancer,FEMALE,7.5
MLT,2021,Gallbladder and biliary tract cancer,FEMALE,1.72
MLT,2021,Mesothelioma,FEMALE,0.42
MLT,2021,Autism and Asperger syndrome,FEMALE,0
MLT,2021,Migraine,FEMALE,0
MLT,2021,Macular degeneration,FEMALE,0
MLT,2021,Other hearing loss,FEMALE,0
MLT,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,2.89
MLT,2021,Appendicitis,FEMALE,0.41
MLT,2021,Skin diseases,FEMALE,8.53
MLT,2021,Diarrhoeal diseases,FEMALE,1.45
MLT,2021,Acute hepatitis C,FEMALE,0
MLT,2021,Iodine deficiency,FEMALE,0
MLT,2021,Colon and rectum cancers,FEMALE,22.13
MLT,2021,Prostate cancer,FEMALE,0
MLT,2021,Depressive disorders,FEMALE,0
MLT,2021,Idiopathic intellectual disability,FEMALE,0
MLT,2021,Asthma,FEMALE,2.51
MLT,2021,Benign prostatic hyperplasia,FEMALE,0
MLT,2021,Rheumatoid arthritis,FEMALE,0.21
MLT,2021,Gout,FEMALE,0
MLT,2021,Road injury,FEMALE,0.84
MLT,2021,Interpersonal violence,FEMALE,0.63
MLT,2021,Whooping cough,FEMALE,0
MLT,2021,Malaria,FEMALE,0
MLT,2021,Trachoma,FEMALE,0
MLT,2021,Leprosy,FEMALE,0
MLT,2021,Upper respiratory infections,FEMALE,0
MLT,2021,Iron-deficiency anaemia,FEMALE,0.41
MLT,2021,Pancreas cancer,FEMALE,19.58
MLT,2021,"Lymphomas, multiple myeloma",FEMALE,10.57
MLT,2021,Schizophrenia,FEMALE,0
MLT,2021,Glaucoma,FEMALE,0
MLT,2021,Hypertensive heart disease,FEMALE,11.84
MLT,2021,Paralytic ileus and intestinal obstruction,FEMALE,2.72
MLT,2021,Pancreatitis,FEMALE,2.71
MLT,2021,Falls,FEMALE,12.18
MLT,2021,Drowning,FEMALE,1.02
MLT,2021,Chlamydia,FEMALE,0
MLT,2021,Measles,FEMALE,0
MLT,2021,Acute hepatitis E,FEMALE,0
MLT,2021,Chagas disease,FEMALE,0
MLT,2021,Echinococcosis,FEMALE,0
MLT,2021,Food-bourne trematodes,FEMALE,0
MLT,2021,Maternal conditions,FEMALE,0.13
MLT,2021,Birth asphyxia and birth trauma,FEMALE,0.39
MLT,2021,Melanoma and other skin cancers,FEMALE,2.52
MLT,2021,Kidney cancer,FEMALE,3.29
MLT,2021,Brain and nervous system cancers,FEMALE,5.12
MLT,2021,Thyroid cancer,FEMALE,2.16
MLT,2021,Sickle cell disorders and trait,FEMALE,0.02
MLT,2021,Drug use disorders,FEMALE,0.2
MLT,2021,Parkinson disease,FEMALE,7.23
MLT,2021,Uncorrected refractive errors,FEMALE,0
MLT,2021,Stroke,FEMALE,49.55
MLT,2021,Cirrhosis of the liver,FEMALE,4.53
MLT,2021,Gynecological diseases,FEMALE,0
MMR,2021,Encephalitis,FEMALE,0.3
MMR,2021,Acute hepatitis A,FEMALE,0.09
MMR,2021,Lymphatic filariasis,FEMALE,0
MMR,2021,Hookworm disease,FEMALE,0
MMR,2021,COVID-19,FEMALE,53.94
MMR,2021,Neonatal sepsis and infections,FEMALE,1.76
MMR,2021,Oesophagus cancer,FEMALE,3.56
MMR,2021,Breast cancer,FEMALE,11.07
MMR,2021,Corpus uteri cancer,FEMALE,0.96
MMR,2021,Gallbladder and biliary tract cancer,FEMALE,1.85
MMR,2021,Mesothelioma,FEMALE,0.02
MMR,2021,Anxiety disorders,FEMALE,0
MMR,2021,Epilepsy,FEMALE,0.23
MMR,2021,Macular degeneration,FEMALE,0
MMR,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,2.59
MMR,2021,Appendicitis,FEMALE,0.23
MMR,2021,Skin diseases,FEMALE,1.46
MMR,2021,Diarrhoeal diseases,FEMALE,12.18
MMR,2021,Acute hepatitis C,FEMALE,0.02
MMR,2021,Iodine deficiency,FEMALE,0
MMR,2021,Colon and rectum cancers,FEMALE,5.52
MMR,2021,Prostate cancer,FEMALE,0
MMR,2021,Depressive disorders,FEMALE,0
MMR,2021,Autism and Asperger syndrome,FEMALE,0
MMR,2021,Idiopathic intellectual disability,FEMALE,0
MMR,2021,Migraine,FEMALE,0
MMR,2021,Other hearing loss,FEMALE,0
MMR,2021,Rheumatoid arthritis,FEMALE,0.16
MMR,2021,Road injury,FEMALE,10.22
MMR,2021,Interpersonal violence,FEMALE,2.61
MMR,2021,Whooping cough,FEMALE,0.35
MMR,2021,Malaria,FEMALE,0.44
MMR,2021,Trachoma,FEMALE,0
MMR,2021,Upper respiratory infections,FEMALE,0.04
MMR,2021,Iron-deficiency anaemia,FEMALE,0
MMR,2021,Pancreas cancer,FEMALE,1.17
MMR,2021,"Lymphomas, multiple myeloma",FEMALE,2.38
MMR,2021,Schizophrenia,FEMALE,0
MMR,2021,Glaucoma,FEMALE,0
MMR,2021,Hypertensive heart disease,FEMALE,17.67
MMR,2021,Asthma,FEMALE,17.8
MMR,2021,Paralytic ileus and intestinal obstruction,FEMALE,2
MMR,2021,Pancreatitis,FEMALE,0.37
MMR,2021,Benign prostatic hyperplasia,FEMALE,0
MMR,2021,Gout,FEMALE,0
MMR,2021,Falls,FEMALE,6.26
MMR,2021,Chlamydia,FEMALE,0.01
MMR,2021,Measles,FEMALE,0.18
MMR,2021,Acute hepatitis E,FEMALE,0.01
MMR,2021,Chagas disease,FEMALE,0
MMR,2021,Echinococcosis,FEMALE,0.03
MMR,2021,Food-bourne trematodes,FEMALE,0
MMR,2021,Leprosy,FEMALE,0
MMR,2021,Maternal conditions,FEMALE,5.31
